Dataset,KNN_Inference Time_mean,KNN_Inference Time_std,KNN_Defect-free_mean,KNN_Defect-free_std,KNN_Keyhole pores_mean,KNN_Keyhole pores_std,KNN_Laser defocus_mean,KNN_Laser defocus_std,KNN_Laser-off_mean,KNN_Laser-off_std,KNN_Accuracy_mean,KNN_Accuracy_std,KNN_F1 Score_mean,KNN_F1 Score_std,KNN_Precision_mean,KNN_Precision_std,KNN_Recall_mean,KNN_Recall_std,KNN_ROC-AUC_mean,KNN_ROC-AUC_std,DT_Inference Time_mean,DT_Inference Time_std,DT_Defect-free_mean,DT_Defect-free_std,DT_Keyhole pores_mean,DT_Keyhole pores_std,DT_Laser defocus_mean,DT_Laser defocus_std,DT_Laser-off_mean,DT_Laser-off_std,DT_Accuracy_mean,DT_Accuracy_std,DT_F1 Score_mean,DT_F1 Score_std,DT_Precision_mean,DT_Precision_std,DT_Recall_mean,DT_Recall_std,DT_ROC-AUC_mean,DT_ROC-AUC_std,RF_Inference Time_mean,RF_Inference Time_std,RF_Defect-free_mean,RF_Defect-free_std,RF_Keyhole pores_mean,RF_Keyhole pores_std,RF_Laser defocus_mean,RF_Laser defocus_std,RF_Laser-off_mean,RF_Laser-off_std,RF_Accuracy_mean,RF_Accuracy_std,RF_F1 Score_mean,RF_F1 Score_std,RF_Precision_mean,RF_Precision_std,RF_Recall_mean,RF_Recall_std,RF_ROC-AUC_mean,RF_ROC-AUC_std,BalancedRF_Inference Time_mean,BalancedRF_Inference Time_std,BalancedRF_Defect-free_mean,BalancedRF_Defect-free_std,BalancedRF_Keyhole pores_mean,BalancedRF_Keyhole pores_std,BalancedRF_Laser defocus_mean,BalancedRF_Laser defocus_std,BalancedRF_Laser-off_mean,BalancedRF_Laser-off_std,BalancedRF_Accuracy_mean,BalancedRF_Accuracy_std,BalancedRF_F1 Score_mean,BalancedRF_F1 Score_std,BalancedRF_Precision_mean,BalancedRF_Precision_std,BalancedRF_Recall_mean,BalancedRF_Recall_std,BalancedRF_ROC-AUC_mean,BalancedRF_ROC-AUC_std,RUSBoost_Inference Time_mean,RUSBoost_Inference Time_std,RUSBoost_Defect-free_mean,RUSBoost_Defect-free_std,RUSBoost_Keyhole pores_mean,RUSBoost_Keyhole pores_std,RUSBoost_Laser defocus_mean,RUSBoost_Laser defocus_std,RUSBoost_Laser-off_mean,RUSBoost_Laser-off_std,RUSBoost_Accuracy_mean,RUSBoost_Accuracy_std,RUSBoost_F1 Score_mean,RUSBoost_F1 Score_std,RUSBoost_Precision_mean,RUSBoost_Precision_std,RUSBoost_Recall_mean,RUSBoost_Recall_std,RUSBoost_ROC-AUC_mean,RUSBoost_ROC-AUC_std,Ada_Inference Time_mean,Ada_Inference Time_std,Ada_Defect-free_mean,Ada_Defect-free_std,Ada_Keyhole pores_mean,Ada_Keyhole pores_std,Ada_Laser defocus_mean,Ada_Laser defocus_std,Ada_Laser-off_mean,Ada_Laser-off_std,Ada_Accuracy_mean,Ada_Accuracy_std,Ada_F1 Score_mean,Ada_F1 Score_std,Ada_Precision_mean,Ada_Precision_std,Ada_Recall_mean,Ada_Recall_std,Ada_ROC-AUC_mean,Ada_ROC-AUC_std,NN_Inference Time_mean,NN_Inference Time_std,NN_Defect-free_mean,NN_Defect-free_std,NN_Keyhole pores_mean,NN_Keyhole pores_std,NN_Laser defocus_mean,NN_Laser defocus_std,NN_Laser-off_mean,NN_Laser-off_std,NN_Accuracy_mean,NN_Accuracy_std,NN_F1 Score_mean,NN_F1 Score_std,NN_Precision_mean,NN_Precision_std,NN_Recall_mean,NN_Recall_std,NN_ROC-AUC_mean,NN_ROC-AUC_std,XGBoost_Inference Time_mean,XGBoost_Inference Time_std,XGBoost_Defect-free_mean,XGBoost_Defect-free_std,XGBoost_Keyhole pores_mean,XGBoost_Keyhole pores_std,XGBoost_Laser defocus_mean,XGBoost_Laser defocus_std,XGBoost_Laser-off_mean,XGBoost_Laser-off_std,XGBoost_Accuracy_mean,XGBoost_Accuracy_std,XGBoost_F1 Score_mean,XGBoost_F1 Score_std,XGBoost_Precision_mean,XGBoost_Precision_std,XGBoost_Recall_mean,XGBoost_Recall_std,XGBoost_ROC-AUC_mean,XGBoost_ROC-AUC_std,LightGBM_Inference Time_mean,LightGBM_Inference Time_std,LightGBM_Defect-free_mean,LightGBM_Defect-free_std,LightGBM_Keyhole pores_mean,LightGBM_Keyhole pores_std,LightGBM_Laser defocus_mean,LightGBM_Laser defocus_std,LightGBM_Laser-off_mean,LightGBM_Laser-off_std,LightGBM_Accuracy_mean,LightGBM_Accuracy_std,LightGBM_F1 Score_mean,LightGBM_F1 Score_std,LightGBM_Precision_mean,LightGBM_Precision_std,LightGBM_Recall_mean,LightGBM_Recall_std,LightGBM_ROC-AUC_mean,LightGBM_ROC-AUC_std,SVM_Inference Time_mean,SVM_Inference Time_std,SVM_Defect-free_mean,SVM_Defect-free_std,SVM_Keyhole pores_mean,SVM_Keyhole pores_std,SVM_Laser defocus_mean,SVM_Laser defocus_std,SVM_Laser-off_mean,SVM_Laser-off_std,SVM_Accuracy_mean,SVM_Accuracy_std,SVM_F1 Score_mean,SVM_F1 Score_std,SVM_Precision_mean,SVM_Precision_std,SVM_Recall_mean,SVM_Recall_std,SVM_ROC-AUC_mean,SVM_ROC-AUC_std,HistGB_Inference Time_mean,HistGB_Inference Time_std,HistGB_Defect-free_mean,HistGB_Defect-free_std,HistGB_Keyhole pores_mean,HistGB_Keyhole pores_std,HistGB_Laser defocus_mean,HistGB_Laser defocus_std,HistGB_Laser-off_mean,HistGB_Laser-off_std,HistGB_Accuracy_mean,HistGB_Accuracy_std,HistGB_F1 Score_mean,HistGB_F1 Score_std,HistGB_Precision_mean,HistGB_Precision_std,HistGB_Recall_mean,HistGB_Recall_std,HistGB_ROC-AUC_mean,HistGB_ROC-AUC_std
All Features,0.0105612525500419,0.017858177510712735,0.9795918367346939,0.0,0.9795918367346939,0.0,0.9626168224299065,0.0,1.0,0.0,0.9770114942528736,0.012591323161038327,0.9769621516513697,0.012773031827573458,0.9782403523688143,0.011858453495424364,0.9770114942528736,0.012591323161038327,0.9978924692359582,0.0035707957216853307,5.0569649965837014e-05,2.3728566875177527e-05,0.17006802721088435,0.0,0.9115646258503401,0.0,0.9065420560747663,0.0,1.0,0.0,0.6666666666666667,0.02621092931262388,0.6160219711248178,0.03001088384608541,0.777882285670633,0.04476624820653896,0.6666666666666667,0.02621092931262388,0.9048618886245524,0.02857709780201045,0.01504676545014263,0.000335632159241567,0.9931972789115646,0.0,0.9931972789115646,0.0,0.9719626168224299,0.0,1.0,0.0,0.9885057471264368,0.012591323161038285,0.9884996313763962,0.012591330947660347,0.9890504993808514,0.011862345477340799,0.9885057471264368,0.012591323161038285,0.9982699514728075,0.0031650539167179183,0.010025126899972748,0.00019422278155874703,0.8843537414965986,0.0,0.8843537414965986,0.0,0.8691588785046729,0.0,1.0,0.0,0.8896551724137931,0.030497699221658847,0.8906912844878507,0.03037117857401483,0.8995787785600944,0.02871169303224457,0.8896551724137931,0.030497699221658847,0.9858088974604854,0.008358336092715251,0.009539306550004767,0.00023083549304642843,0.9659863945578231,0.0,0.8027210884353742,0.0,0.794392523364486,0.0,0.8529411764705882,0.0,0.8597701149425288,0.026611119316759146,0.8598152887490246,0.02768810579666533,0.8671680433021745,0.029744055686229943,0.8597701149425288,0.026611119316759146,0.9547623916204205,0.010075230213659227,0.012259197599996696,0.0002733157805271208,0.9455782312925171,0.0,0.7482993197278912,0.0,0.8878504672897196,0.0,1.0,0.0,0.8689655172413792,0.024759378423606933,0.8710380737906386,0.02458675527669479,0.8893330257864653,0.024190391354835455,0.8689655172413792,0.024759378423606933,0.9677115733018443,0.012448833057983071,0.0007607570501022565,9.011302066951658e-05,0.9387755102040817,0.0,0.9863945578231292,0.0,0.9345794392523364,0.0,1.0,0.0,0.9586206896551724,0.0236681152666368,0.9587357003594208,0.023625267757250195,0.9601670770428328,0.022931196165773052,0.9586206896551724,0.0236681152666368,0.9965095493519645,0.0035051576752116657,0.010179070149979453,0.04115450136686692,0.9863945578231292,0.0,0.9931972789115646,0.0,0.9626168224299065,0.0,1.0,0.0,0.9839080459770116,0.017203022467926186,0.9838530601042091,0.01722586997726715,0.9841449521544646,0.017163862186959408,0.9839080459770116,0.017203022467926186,0.9979848005609597,0.0024877708370281385,0.0017135421500825033,0.0029611659461835213,0.9863945578231292,0.0,1.0,0.0,0.9626168224299065,0.0,1.0,0.0,0.9862068965517242,0.013404487114586881,0.9861671911167047,0.013401265121835388,0.9865743477467616,0.013114056557899205,0.9862068965517242,0.013404487114586881,0.9979724466876831,0.002571001465682609,0.008687329249869435,0.00011013658529984417,0.9455782312925171,0.0,0.9183673469387755,0.0,0.8317757009345794,0.0,0.8235294117647058,0.0,0.8988505747126437,0.025598916610712712,0.8986134742588708,0.02584157499048184,0.9024660352418973,0.025787220392260425,0.8988505747126437,0.025598916610712712,0.9816722205528837,0.01112871458603565,0.017458262450145413,0.0012205328903702993,0.9863945578231292,0.0,1.0,0.0,0.9719626168224299,0.0,1.0,0.0,0.9885057471264368,0.014539207632958047,0.9884762085981359,0.014542521498902589,0.9887910965152343,0.014213276363500643,0.9885057471264368,0.014539207632958047,0.9992244090357849,0.0010756821406484175
Ablated 1,0.0057208043999708025,0.0036601529090151954,0.9863945578231292,0.0,0.9727891156462585,0.0,0.9439252336448598,0.0,1.0,0.0,0.9724137931034482,0.009195402298850562,0.9723640660255857,0.00928897369967978,0.9733488140489639,0.009335915715028101,0.9724137931034482,0.009195402298850562,0.995792230571513,0.005974646174634371,4.0530800015403655e-05,1.8210883014807815e-05,0.16326530612244897,0.0,0.8571428571428571,0.0,0.8878504672897196,0.0,0.9705882352941176,0.0,0.639080459770115,0.0640385667916511,0.5896887115073992,0.07077189778859652,0.70760777614733,0.0874953860021735,0.639080459770115,0.0640385667916511,0.8841451345790462,0.02113758619609291,0.015422953149982276,0.0004621586825350012,0.9863945578231292,0.0,0.9659863945578231,0.0,0.9439252336448598,0.0,1.0,0.0,0.9701149425287356,0.009195402298850602,0.9700458425380079,0.009394517540916048,0.9712808559265593,0.008766120544548792,0.9701149425287356,0.009195402298850602,0.9974565341272372,0.0024696306200210345,0.009895016149903313,0.00026802965141025574,0.891156462585034,0.0,0.8639455782312925,0.0,0.8598130841121495,0.0,1.0,0.0,0.8827586206896552,0.022288183252488873,0.8845659331548024,0.02127532029988718,0.8954466573527483,0.01895932225454338,0.8827586206896552,0.022288183252488873,0.9832413863772567,0.005266174696108004,0.007783652050102318,9.64980706086044e-05,0.7551020408163265,0.0,0.7278911564625851,0.0,0.8037383177570093,0.0,0.7941176470588235,0.0,0.760919540229885,0.04620632469480869,0.7728668778178224,0.04151869763656456,0.8175855134480947,0.03170754279410425,0.760919540229885,0.04620632469480869,0.9344786591720137,0.017169234837070432,0.009595099150010356,0.00021647549965981847,0.8979591836734694,0.0,0.7074829931972789,0.0,0.8598130841121495,0.0,1.0,0.0,0.8321839080459771,0.015591563179598297,0.8361390897499194,0.016099623426182843,0.8617952700485576,0.028996688190209615,0.8321839080459771,0.015591563179598297,0.9440047752665027,0.01736062872309826,0.0007187995499407407,7.78133804583067e-05,0.9863945578231292,0.0,0.9319727891156463,0.0,0.9252336448598131,0.0,1.0,0.0,0.9540229885057471,0.01923356382836957,0.9540638444116599,0.019218098047600236,0.9561890178786732,0.019457967961395276,0.9540229885057471,0.01923356382836957,0.9953442757697892,0.0036899047903715793,0.0038750951499423535,0.0053364526350650025,0.9795918367346939,0.0,0.9659863945578231,0.0,0.9532710280373832,0.0,1.0,0.0,0.9701149425287356,0.017203022467926182,0.9700904894728015,0.01720355203158389,0.9706230725426128,0.0173172566683855,0.9701149425287356,0.017203022467926182,0.996342399759274,0.0043355100909396125,0.0011209465499632642,0.0011053930782255624,0.9795918367346939,0.0,0.9931972789115646,0.0,0.9345794392523364,0.0,1.0,0.0,0.974712643678161,0.01689303270884951,0.974632920489918,0.016877235022173222,0.9757484259313344,0.016281558318114963,0.974712643678161,0.01689303270884951,0.9973071433409559,0.0031599081400824547,0.003198858999985532,4.478738449140653e-05,0.9591836734693877,0.0,0.9183673469387755,0.0,0.8504672897196262,0.0,0.9411764705882353,0.0,0.9172413793103447,0.026611119316759104,0.9171880570875424,0.02680330222525798,0.9193988201341142,0.02834511012808664,0.9172413793103447,0.026611119316759104,0.984174500799137,0.013822684702052073,0.016369168849951165,0.0009935240167035211,0.9863945578231292,0.0,0.9931972789115646,0.0,0.9626168224299065,0.0,1.0,0.0,0.9839080459770116,0.011721883939293744,0.9838608452779019,0.01175848051054826,0.9846596947831504,0.011079928073812962,0.9839080459770116,0.011721883939293744,0.9983454412903565,0.002759268112880588
Ablated 2,0.0022707083999193856,0.0002393276848316664,0.9795918367346939,0.0,0.9659863945578231,0.0,0.9065420560747663,0.0,0.9705882352941176,0.0,0.9563218390804599,0.01340448711458693,0.9561415425047454,0.013282657070330524,0.9592722681458576,0.011608453158104097,0.9563218390804599,0.01340448711458693,0.9956944050251064,0.002330634646288127,3.226614999221056e-05,1.0749028435668027e-05,0.19047619047619047,0.0,0.8435374149659864,0.0,0.8504672897196262,0.0,1.0,0.0,0.6367816091954023,0.06444986560402843,0.595199094179697,0.07406137306023469,0.7101512899731568,0.06658369617662288,0.6367816091954023,0.06444986560402843,0.8851212538623688,0.027156656044363015,0.015489296300074784,0.00039349996080165016,0.9727891156462585,0.0,0.9319727891156463,0.0,0.9158878504672897,0.0,1.0,0.0,0.9471264367816092,0.02252404361179934,0.9470484283306083,0.022318946650517736,0.952574196750135,0.015610448726641265,0.9471264367816092,0.02252404361179934,0.9934726682709607,0.006264013222788695,0.013181650449996595,0.011814283308901446,0.8979591836734694,0.0,0.8435374149659864,0.0,0.822429906542056,0.0,1.0,0.0,0.8689655172413792,0.009195402298850613,0.8710289310646881,0.008850311301735617,0.8801538211207742,0.010297191316381613,0.8689655172413792,0.009195402298850613,0.9793438765882698,0.004623540129501287,0.008082042100068066,9.309272285526726e-05,0.9251700680272109,0.0,0.7482993197278912,0.0,0.7570093457943925,0.0,0.8529411764705882,0.0,0.8183908045977011,0.03362928468581105,0.8214052284880429,0.030976670601036583,0.8413143897095751,0.020158626180513606,0.8183908045977011,0.03362928468581105,0.930682627400277,0.007668676132630046,0.009283705450161505,9.268149230338208e-05,0.8843537414965986,0.0,0.7482993197278912,0.0,0.8037383177570093,0.0,1.0,0.0,0.8275862068965516,0.02621092931262383,0.8314960743516047,0.02552285090686723,0.8478106120495443,0.02675141009732336,0.8275862068965516,0.02621092931262383,0.9396513635284973,0.013776105966955466,0.0008702184001322166,7.50335024359001e-05,0.9863945578231292,0.0,0.9387755102040817,0.0,0.897196261682243,0.0,1.0,0.0,0.9494252873563218,0.02131866320803612,0.9489348382887624,0.022118366492339142,0.9531115933874554,0.01975510477890789,0.9494252873563218,0.02131866320803612,0.9925874433445442,0.008462721259116384,0.004308674750018326,0.007347330261448337,0.9727891156462585,0.0,0.9523809523809523,0.0,0.9158878504672897,0.0,1.0,0.0,0.9540229885057471,0.014539207632958101,0.9538153421265763,0.014871428860695927,0.9560527246819366,0.015538533096489188,0.9540229885057471,0.014539207632958101,0.9956352357331337,0.004338559364919054,0.0011182357500729267,0.0003299047440246216,0.9795918367346939,0.0,0.9659863945578231,0.0,0.9252336448598131,0.0,1.0,0.0,0.9632183908045977,0.013404487114586926,0.9631368459405284,0.013451372073988142,0.9636863184569332,0.01338020349182495,0.9632183908045977,0.013404487114586926,0.9957485990736036,0.0045070811354656366,0.001907464600117237,2.2063733959171613e-05,0.9387755102040817,0.0,0.8707482993197279,0.0,0.794392523364486,0.0,0.9705882352941176,0.0,0.8827586206896552,0.04073573596935482,0.8828229902464424,0.04020867694011903,0.8867784974086996,0.03926362616022292,0.8827586206896552,0.04073573596935482,0.9734713604149444,0.014483481596805275,0.01788661160007905,0.001329303070645025,0.9727891156462585,0.0,0.9863945578231292,0.0,0.9439252336448598,0.0,1.0,0.0,0.9724137931034482,0.015591563179598323,0.9722805457850165,0.01567165240351932,0.9726928289102201,0.015385406729171294,0.9724137931034482,0.015591563179598323,0.9968563292488104,0.004813302583955523
Ablated 3,0.002336804300102813,0.00012447435358576496,0.9863945578231292,0.0,0.9727891156462585,0.0,0.9439252336448598,0.0,1.0,0.0,0.9724137931034482,0.009195402298850562,0.9723640660255857,0.00928897369967978,0.9733488140489639,0.009335915715028101,0.9724137931034482,0.009195402298850562,0.995792230571513,0.005974646174634371,3.6215549926055246e-05,1.3270908747788362e-05,0.16326530612244897,0.0,0.8503401360544217,0.0,0.897196261682243,0.0,0.9705882352941176,0.0,0.639080459770115,0.06278850705171338,0.5899572415348239,0.07009067538963412,0.7144697851684515,0.07612805192252275,0.639080459770115,0.06278850705171338,0.8840150652125205,0.017549460016431814,0.015358388549975644,0.00035321544442088013,0.9863945578231292,0.0,0.9591836734693877,0.0,0.9532710280373832,0.0,1.0,0.0,0.9701149425287354,0.013793103448275897,0.9699449269494316,0.013983789296633572,0.9720869635149008,0.012414658129068112,0.9701149425287354,0.013793103448275897,0.9978991768918858,0.0021122013890099932,0.010166827700049907,0.0002321418025349438,0.8979591836734694,0.0,0.8571428571428571,0.0,0.8504672897196262,0.0,1.0,0.0,0.8804597701149426,0.0236681152666368,0.8822841886118354,0.02304540438557098,0.892484548663503,0.023444308780535106,0.8804597701149426,0.0236681152666368,0.9837862950413747,0.004554604135465577,0.00799723250001989,0.00010098869113147711,0.9387755102040817,0.0,0.6598639455782312,0.0,0.8504672897196262,0.0,0.8823529411764706,0.0,0.8183908045977011,0.03362928468581105,0.8216338816331422,0.03325690773803378,0.8542299681296115,0.024142408261159733,0.8183908045977011,0.03362928468581105,0.9432795437942669,0.01484836641446489,0.009717836950130732,7.985226516122985e-05,0.8979591836734694,0.0,0.7074829931972789,0.0,0.8598130841121495,0.0,1.0,0.0,0.8321839080459771,0.015591563179598297,0.8361390897499194,0.016099623426182843,0.8617952700485576,0.028996688190209615,0.8321839080459771,0.015591563179598297,0.9440047752665027,0.01736062872309826,0.0008389742999952432,7.489488489848762e-05,0.9931972789115646,0.0,0.9727891156462585,0.0,0.9345794392523364,0.0,1.0,0.0,0.9724137931034482,0.023668115266636792,0.9722638999154034,0.02396269866424133,0.9726360634617756,0.02387164129473422,0.9724137931034482,0.023668115266636792,0.9954263563671116,0.005473441401510853,0.009603425500017693,0.007106367328965766,0.9795918367346939,0.0,0.9659863945578231,0.0,0.9532710280373832,0.0,1.0,0.0,0.9701149425287356,0.017203022467926182,0.9700904894728015,0.01720355203158389,0.9706230725426128,0.0173172566683855,0.9701149425287356,0.017203022467926182,0.996342399759274,0.0043355100909396125,0.0013530721500501386,0.0003708503676819465,0.9795918367346939,0.0,0.9931972789115646,0.0,0.9345794392523364,0.0,1.0,0.0,0.974712643678161,0.01689303270884951,0.974632920489918,0.016877235022173222,0.9757484259313344,0.016281558318114963,0.974712643678161,0.01689303270884951,0.9973071433409559,0.0031599081400824547,0.003177120649934295,2.6931231467882588e-05,0.9659863945578231,0.0,0.891156462585034,0.0,0.8504672897196262,0.0,0.9411764705882353,0.0,0.9103448275862069,0.02943965166635789,0.9100303871393388,0.029554889749007572,0.912656081539733,0.030654583387808864,0.9103448275862069,0.02943965166635789,0.9822913314648829,0.009889340643857767,0.018245206100027646,0.001921090478296549,0.9863945578231292,0.0,0.9931972789115646,0.0,0.9626168224299065,0.0,1.0,0.0,0.9839080459770116,0.011721883939293744,0.9838608452779019,0.01175848051054826,0.9846596947831504,0.011079928073812962,0.9839080459770116,0.011721883939293744,0.9983454412903565,0.002759268112880588
Audio All,0.003337307999981931,0.0003294141305838281,0.9795918367346939,0.0,0.9863945578231292,0.0,0.9626168224299065,0.0,0.8823529411764706,0.0,0.9701149425287356,0.021318663208036118,0.9698295591950515,0.021474166994959243,0.9718234225297628,0.02029332457332969,0.9701149425287356,0.021318663208036118,0.995886198803744,0.004519540524470048,4.221059989504283e-05,1.167199016106307e-05,0.9183673469387755,0.0,0.8231292517006803,0.0,0.822429906542056,0.0,0.7058823529411765,0.0,0.8459770114942529,0.03455930201924805,0.8496511139710746,0.03068343649746324,0.859282002464189,0.026688092452627613,0.8459770114942529,0.03455930201924805,0.9208743004535203,0.015705113208215698,0.017047520650066872,0.0005106346611566554,0.9795918367346939,0.0,0.9795918367346939,0.0,0.9532710280373832,0.0,0.8529411764705882,0.0,0.9632183908045977,0.011262021805899698,0.9627084138177686,0.010950239961304968,0.9649615821656738,0.010878694232266178,0.9632183908045977,0.011262021805899698,0.9961818376982405,0.0020719573382261035,0.010927109599970208,0.00023503326095559063,0.9387755102040817,0.0,0.8775510204081632,0.0,0.7850467289719626,0.0,0.8529411764705882,0.0,0.8735632183908045,0.0453986612830609,0.8735602742674781,0.04622777639445509,0.8786479533150164,0.046581423753832854,0.8735632183908045,0.0453986612830609,0.9752969764834777,0.01077792456324799,0.009051370199949815,9.113471981758996e-05,0.8231292517006803,0.0,0.7755102040816326,0.0,0.794392523364486,0.0,0.4411764705882353,0.0,0.7701149425287357,0.03634801908239517,0.7808346526379955,0.03236560647414229,0.804113511418932,0.027811660572532777,0.7701149425287357,0.03634801908239517,0.9337729948339852,0.008559886070899544,0.011064773500129377,0.00020907238730721587,0.9115646258503401,0.0,0.8231292517006803,0.0,0.7663551401869159,0.0,0.4411764705882353,0.0,0.8091954022988505,0.04337462589451312,0.8046134623115672,0.042496925597476205,0.8108376111653992,0.04130149424073842,0.8091954022988505,0.04337462589451312,0.9461296830432303,0.012334744943857045,0.0008837305999350065,6.241550065518076e-05,0.9727891156462585,0.0,0.8707482993197279,0.0,0.8691588785046729,0.0,0.7647058823529411,0.0,0.8965517241379309,0.03251065660627805,0.8961779142851626,0.03187644859807386,0.9007880386620932,0.032184648901784324,0.8965517241379309,0.03251065660627805,0.981817122510863,0.008866900706906534,0.00698091494991786,0.006911053125355788,0.9863945578231292,0.0,0.9795918367346939,0.0,0.9439252336448598,0.0,0.8235294117647058,0.0,0.9609195402298851,0.01559156317959834,0.9600451299009304,0.015357159498580289,0.9618636671354457,0.016249549904248005,0.9609195402298851,0.01559156317959834,0.9948925583712583,0.004329802644299159,0.0011366255499069666,0.0003858199392542446,0.9863945578231292,0.0,0.9863945578231292,0.0,0.9719626168224299,0.0,0.8823529411764706,0.0,0.974712643678161,0.011262021805899698,0.9744738317540781,0.011179605379696589,0.9757100396410742,0.011330415184317242,0.974712643678161,0.011262021805899698,0.9965516305712582,0.002926083757784637,0.007031000300003143,6.867250147805946e-05,0.9319727891156463,0.0,0.8843537414965986,0.0,0.7757009345794392,0.0,0.35294117647058826,0.0,0.832183908045977,0.041506827782224816,0.8226035078365477,0.047932690874798914,0.840335142199795,0.05215234372301719,0.832183908045977,0.041506827782224816,0.9680229309555208,0.008848548152270024,0.016946070499943743,0.0013831404297222289,0.9795918367346939,0.0,0.9863945578231292,0.0,0.9626168224299065,0.0,0.8823529411764706,0.0,0.9701149425287356,0.009195402298850602,0.9698266479203157,0.008892839432077573,0.9710592993604672,0.009224983939632173,0.9701149425287356,0.009195402298850602,0.997513082879639,0.002969388948701806
Vision All,0.0024503189499228027,0.00026537546315997433,0.8843537414965986,0.0,0.8707482993197279,0.0,0.8317757009345794,0.0,1.0,0.0,0.8758620689655172,0.025598916610712757,0.8771141622175742,0.02566479505833593,0.8808427972361954,0.026284129534686396,0.8758620689655172,0.025598916610712757,0.971406270856321,0.007321689815085911,3.4339650028414326e-05,1.1458687776511466e-05,0.1360544217687075,0.0,0.8435374149659864,0.0,0.6542056074766355,0.0,1.0,0.0,0.5701149425287356,0.04574654883248828,0.5224736296014254,0.04579487618205724,0.6080637518132551,0.06550954260803353,0.5701149425287356,0.04574654883248828,0.7264633104540732,0.0332565480853905,0.01558911460001582,0.00036643108288240885,0.35374149659863946,0.0,0.9387755102040817,0.0,0.8598130841121495,0.0,1.0,0.0,0.7264367816091954,0.0380527479476939,0.7058187110866011,0.04226474765657873,0.7958538827208771,0.021416240893530263,0.7264367816091954,0.0380527479476939,0.9599596532452024,0.012916232298595268,0.010308002650026538,0.00033305519144060167,0.8843537414965986,0.0,0.8503401360544217,0.0,0.7850467289719626,0.0,1.0,0.0,0.8574712643678162,0.03531561263387867,0.8573793084901038,0.03536815907481277,0.8586197431768534,0.03479901496352874,0.8574712643678162,0.03531561263387867,0.9577836319217041,0.012186857492860382,0.008275575700145055,0.00023049802770662482,0.35374149659863946,0.0,0.4421768707482993,0.0,0.8317757009345794,0.0,0.7941176470588235,0.0,0.535632183908046,0.02366811526663677,0.5444651446619486,0.024286612100201152,0.7025086907428368,0.04224890474154912,0.535632183908046,0.02366811526663677,0.8385507992458064,0.032099238539646746,0.00982467175003876,0.00024960642703026134,0.891156462585034,0.0,0.6666666666666666,0.0,0.6448598130841121,0.0,1.0,0.0,0.7632183908045976,0.029618617762586504,0.7637227341652003,0.029663846457315974,0.7670913227676094,0.029298531268331054,0.7632183908045976,0.029618617762586504,0.881542598130155,0.017072212398330042,0.0010490538000794913,0.000637457273830238,0.9183673469387755,0.0,0.8843537414965986,0.0,0.6635514018691588,0.0,1.0,0.0,0.850574712643678,0.029973344391736313,0.8481944649066957,0.03049510217874967,0.8518786762395216,0.0281681698697124,0.850574712643678,0.029973344391736313,0.9706845886040739,0.0012241880376596577,0.01053131885005314,0.004974298389634283,0.42857142857142855,0.0,0.8843537414965986,0.0,0.8504672897196262,0.0,1.0,0.0,0.7310344827586206,0.04276109250054777,0.7282259437612242,0.04606331318437754,0.8138194152977551,0.04100937856890812,0.7310344827586206,0.04276109250054777,0.9299258104838544,0.021783783352718838,0.0010176201499234594,0.00031943766455465013,0.4557823129251701,0.0,0.8979591836734694,0.0,0.822429906542056,0.0,1.0,0.0,0.7379310344827587,0.04201302731608522,0.735545532788915,0.04608769222965873,0.7961139009775093,0.031112142818231964,0.7379310344827587,0.04201302731608522,0.9576076871416511,0.01489308773611488,0.0021634606000588974,2.638529253215919e-05,0.9047619047619048,0.0,0.8367346938775511,0.0,0.719626168224299,0.0,0.9705882352941176,0.0,0.8413793103448276,0.024545007475934046,0.8409812186122458,0.026097576590505562,0.8443573720872571,0.028107397538356275,0.8413793103448276,0.024545007475934046,0.9483395716352415,0.01068031110777988,0.017574438150040804,0.002209594656553957,0.5102040816326531,0.0,0.9251700680272109,0.0,0.8691588785046729,0.0,1.0,0.0,0.7770114942528736,0.02961861776258651,0.7747053307198086,0.029017559119759683,0.8309062455579749,0.026548318465765268,0.7770114942528736,0.02961861776258651,0.9573508301005406,0.011322745413772107
