X,Y,Z
0.05126083181936588,0.3324088416520662,9.593397609407079
0.052448724713025,0.33302332483853075,3.9863426946015634
0.05245931140161165,0.3326962213545461,3.0172794859837797
0.052682967131983914,0.33304733158271216,2.1334706863583355
0.05264180030124506,0.3327425636145692,1.8303485171553935
0.052739380586072464,0.3331099228043011,1.4812682614151684
0.052699413565647404,0.3327015535328493,1.3349285847082442
0.05601639039950697,0.33604276212043027,1.1472458923299063
0.07929851589261865,0.3381280639045374,1.0500260867112035
0.15976899931323477,0.3299512004807085,0.9247644523796842
0.31176260217412927,0.31812311736849874,0.8618465410316076
0.5319987562521185,0.31065210130154813,0.7774223418237273
0.8060894675200978,0.3088829328054359,0.7330345749013042
1.117554024461432,0.30752867822610624,0.6730132573434753
1.4595093883119583,0.3061960193128971,0.6414531099411269
1.826697592069823,0.3052054455578503,0.5987578196447935
2.2141444129371126,0.3042701580703906,0.5774800607706913
2.618735239713237,0.3030595534204267,0.5453262689738598
3.03849207075949,0.30187663725281444,0.5285191832713843
3.470812502243607,0.301040339083373,0.5030055424440063
4.106743602347123,0.29869901427996615,0.034485226978060106
4.79640818358767,0.29611796660810336,0.11679691171052808
5.540288626680291,0.2934096714497258,0.07338283019050898
6.339022169627869,0.2906687937959282,0.10157806968853944
7.192250708493965,0.2884142703784265,0.08117632797125611
8.099714074830633,0.28609804333797073,0.09639870183198813
9.061933876460765,0.28395791028248535,0.08339090416618211
10.07811924883637,0.28034278555118364,0.09457578024193389
11.139649578556583,0.2771586450759892,0.0912834939803453
12.224709524268953,0.2790678507547838,0.10441062250376328
13.316713930630351,0.28400927526464403,0.10212390045764967
14.407060622570409,0.28758761506715397,0.11266953990839948
15.495108814092209,0.28790641791488986,0.11223613884831966
16.583698464724826,0.28796029140077034,0.12084476269979341
17.671950227573788,0.28824220133451633,0.1197288970144017
18.76088537652204,0.2884363480193059,0.1252647000115253
19.851147202580304,0.2888325474345501,0.12238135027294199
20.941703119287325,0.2894968331259328,0.12567059707474665
22.031590671884576,0.29017786557058733,0.12294338087973937
23.12164640131073,0.29090887508127394,0.1256880785569388
24.212199193272053,0.2920661961129114,0.12338791266327116
25.303358529384262,0.29345095279932104,0.1258508137274948
26.394375063824953,0.294815830601448,0.12387290564308188
27.48457271440638,0.2963024581486355,0.12525844184965015
28.57556032196863,0.29783753375662886,0.12266157807308486
29.66713363147277,0.29927368687692363,0.1237052742884687
30.75827737875691,0.3006026081871222,0.12158060835956623
31.84865148035733,0.3018688057240377,0.12244162867890543
32.938880110340065,0.3032377699807866,0.11971775623019054
34.02909364495384,0.3041229025520183,0.12030703025991585
35.11954374407118,0.30453364989353776,0.1189996198120054
36.20981918753721,0.30503661689039824,0.12004163899386419
37.29966288441226,0.3063785720877094,0.11791004347208649
38.39005713978936,0.3080800362865522,0.11820179412005165
39.4817333482719,0.3095339625925371,0.1168328254035009
40.572754278796964,0.31077400345291,0.11694880033647706
41.6631194558518,0.3119626342375084,0.1149284581724487
42.75353007083009,0.3134700273067763,0.11526478924707165
43.84433636476315,0.3148118134419007,0.11415100732647906
44.934605266774476,0.3154567657763735,0.11449348230524437
46.02426766185802,0.31566974111444374,0.11278154350774576
47.114035780339826,0.3161114501773326,0.1132778146822954
48.20477534067378,0.3170892082683813,0.11217826219785307
49.295997456305315,0.31788619159087583,0.11238474070674917
50.38613775136075,0.3181995049116998,0.11148979343641867
51.4763537674987,0.3185718012716323,0.11282428815133069
52.567023137769425,0.31947774096005804,0.11224895609270528
53.6574653951767,0.32019066433972754,0.11219660332768566
54.74760477306522,0.32032599224655905,0.11131791114814918
55.83816067727169,0.3212094250400409,0.11183208255373858
56.9285827768461,0.322688006054672,0.1108035556499291
58.01874519525461,0.32369956003497785,0.1109216097006563
59.10892734062537,0.3236900706812929,0.1106055415293743
60.19916084711317,0.3235353903479502,0.11145795638043501
61.28924241110384,0.3241415324452509,0.11054251266700857
62.38000805747261,0.3247233292584954,0.11104885087003584
63.47033404300996,0.3247289219168492,0.11138590272834548
64.56029952989671,0.32426827709663797,0.11259206712147854
65.65007431410588,0.32466381463529126,0.11184265142745589
66.74005895858099,0.3255807896416404,0.11195427901943092
67.83020770481897,0.3262659064319945,0.11180560301883405
68.92058801624982,0.326543610358585,0.11192878488103838
70.01043651420292,0.3269162696233342,0.11079603940104717
71.10039487681348,0.32726594433367706,0.11125740424171479
72.19141461909207,0.3273109110999076,0.11153690607222884
73.2819240564463,0.32719911385179545,0.11161596386791053
74.3717709258232,0.32704385206703435,0.11105666045057312
75.4620707014204,0.32732934285544857,0.11227188366743682
76.552765543386,0.32799756096131344,0.11252760978666765
77.64212598747862,0.32746107587451,0.1131143377469914
78.7235220832861,0.32466965622244404,0.11385035458454451
79.78347391289702,0.32233326878084684,0.11527539850358967
80.8049689377711,0.3211118475372265,0.11512913387679087
81.77565632904302,0.32284317294945925,0.11262985123629207
82.6923811180882,0.32472068866106335,0.10954694189153395
83.55455460225416,0.3266055115266555,0.10697671171699452
84.363328127997,0.3285797019114382,0.1040327295400505
85.11828757519802,0.33050697149145736,0.10189085417561441
85.81923760634314,0.3316410393478163,0.10024618148900957
86.46594638124917,0.33252901174460947,0.09935854023661159
87.05857362032515,0.3336036001400735,0.0977644755480429
87.59648503807566,0.33471349159828295,0.09692801167743766
88.08006052626011,0.3354080705440478,0.09615147064553423
88.50898691387827,0.3360681312857464,0.09545128880536129
88.88281345035851,0.3371181123497599,0.09381740487958924
89.202253272317,0.338238716548435,0.09310841141868006
89.46768693213973,0.33903236055442865,0.09222397113074049
89.67837386400466,0.33961922874183903,0.09120277966437791
89.83451023130566,0.340088245535585,0.08997370817299596
89.93713604147908,0.34132166812435266,0.08920603057589027
89.9933734002846,0.3444887881657169,0.08724304427317969
90.01702046235064,0.3474949428300217,0.08566596084962673
90.02486307494618,0.34988029684578836,0.08447813350887892
90.02880495037404,0.3492272859281173,0.0866358946405037
90.0319482420665,0.34781389301006943,0.08895525707409753
90.03453795131863,0.3465617498777821,0.0915254329847385
90.03639247905463,0.3457059691197468,0.09299059103312575
90.03789956631883,0.3451011030167105,0.09446589846599003
90.03905624193229,0.3446827821196671,0.0952134765070602
90.04007645307283,0.34440187325099175,0.09612574354093777
90.04092222127409,0.34415948981857686,0.0965591196330525
90.0416929661625,0.3440035768640776,0.09721237736683278
90.04237797468127,0.34386575767289623,0.09750137810276946
90.04303170882756,0.34376167859702594,0.09808647548781224
90.0436059460136,0.3436586198103871,0.09831403063349156
90.04414359456027,0.34355557530203024,0.09883113889892216
90.04463740730873,0.34346504237561587,0.09901046445859032
90.04511867266899,0.3434004918226301,0.09945458992216302
90.04556619705255,0.34335442222212065,0.09958445528234228
90.045999599215,0.3432978805155823,0.1000016286922775
90.04638637403409,0.34324876044671604,0.10011302723005182
90.04674949739677,0.3431977285053759,0.10052005226844696
90.0470773260381,0.34313986282498543,0.10063899735598744
90.04738062883898,0.3430888223601276,0.10101711437034247
90.04765896453691,0.34303943419371347,0.10112091928267444
90.04793618599828,0.342989051865322,0.1015002376197851
90.04820505310039,0.3429400639822954,0.10163225005619003
90.04848345707697,0.3428931483202704,0.10205236868426841
90.04874036156284,0.342845635308617,0.10223087452244484
90.04898647271689,0.34278589276639393,0.10266300380076285
90.0492132114013,0.34272404826849606,0.10283785167074289
90.04942488373577,0.34264933704215494,0.10327322781256532
90.04963392731197,0.3425753962186848,0.10347913925684257
90.04984898732603,0.34249262948084147,0.10392183353811661
90.0500402575404,0.3424176395098943,0.10411488528415891
90.05022093825242,0.34234132922910937,0.10455342630637061
90.05039279427417,0.3422654301001891,0.10480936437296214
90.05055712243913,0.3421781301510964,0.10528652606501346
90.05070765652599,0.3420918587035705,0.105552664030011
90.05086387322248,0.34200529847506567,0.106042049745109
90.0510117738339,0.34191228857362743,0.1063370059603272
90.05115709521037,0.34181596551018945,0.10683470872802252
90.05129399792563,0.34172675940073216,0.10711549104139358
90.05143745917334,0.34163626749326015,0.10760521665046804
90.051573238994,0.34155052175508527,0.10789860838405022
90.05171502237182,0.3414649073230795,0.1083862863834413
90.05184818190514,0.341386408211874,0.10869100365500742
90.05197253284803,0.3413026181584462,0.1091777899517361
90.05208867616571,0.34121595757743856,0.10945802313278781
90.05220036785104,0.3411406256871701,0.1099130304030795
90.0523045669954,0.3410789911957173,0.11016891932858723
90.0524102615879,0.34101536681180067,0.11060129096318853
90.05249961635843,0.3409584173269121,0.11082218963595247
90.05257935712845,0.34089841257823494,0.11120765288996275
90.0526531492662,0.34084229642777353,0.1114106557960219
90.05272746880499,0.34079105367584556,0.11176970452981963
90.05279189274843,0.34074652449654186,0.11191113943395148
90.05285118661264,0.34070315036935644,0.11223209127389813
90.05291287580135,0.34066115160000576,0.11238447827004902
90.05296658623548,0.34061923636642366,0.11268967734561938
90.05301381202341,0.34057846748966136,0.11280621199023186
90.05305275347276,0.34053602186492504,0.11306638786537988
90.05310050740349,0.34049545289249017,0.1131718785909833
90.05316026195621,0.34045639104525516,0.11342786596809713
90.05321380642859,0.34041694732128136,0.11352598342885376
90.05326326842057,0.34037756825647625,0.11376686388460033
90.05331040693147,0.3403482215210923,0.11382249057587561
90.05334291456313,0.34030599065841266,0.11399819760289498
90.0533864742272,0.3402837404170049,0.11402038288903475
90.05342817269306,0.34024991557770334,0.11419469675148104
90.05346098125379,0.34020766995985474,0.11422956863263697
90.05348191534753,0.3401696418539711,0.11439235920176978
90.05349553092765,0.34014008398241996,0.11439886025304472
90.05352375437516,0.3401199451088914,0.11454665072336194
90.05354686884135,0.34008491555269943,0.11456260794390319
90.05357078001212,0.34005314129596054,0.11470318432415538
90.05359121540398,0.3400251255019214,0.11470347895085087
90.0536051884694,0.33998805864195,0.11482248888236901
90.05362502079419,0.3399695657317791,0.11479485650887936
90.05364496823073,0.33994226620725143,0.11489542246190546
90.05365505241352,0.33992903754824416,0.11485137549479227
90.05365776255452,0.339898642371266,0.11493448046659245
90.05365600716698,0.33988084545109903,0.11488305740555356
90.05363291892982,0.3398515599025539,0.11495804374486596
90.05362440967535,0.339830238422394,0.11490213584469385
90.0536066706185,0.3397936127649837,0.11497820499824316
90.05359679826213,0.3397649795007767,0.11493030853907496
90.05358124828908,0.3397230276861435,0.11501628622466928
90.05355960801377,0.33969115463680316,0.11497500165921179
90.05354528467005,0.3396517981471622,0.11505766446559447
90.05353444503712,0.3396399434729642,0.11500454092094636
90.05351406299619,0.3396013318346709,0.11507975474086536
90.05350503999128,0.33957074103617096,0.11503873966795772
90.05348170537891,0.3395240175625164,0.11511447786366383
90.05346643403553,0.3395037773126735,0.11505860705497802
90.05343821478006,0.33945076233361327,0.11513506491513906
90.05341805834558,0.33942141157381434,0.11508572957707157
90.05340093432837,0.3393731480908258,0.11517573586108547
90.05338300613433,0.33933511129250316,0.11513151804534169
90.05334941263597,0.3392723667864854,0.11521196077547884
90.05332863604151,0.33923531609684404,0.1151635030324772
90.05331447326923,0.3391781240978982,0.11525642384019419
90.05330040892422,0.3391517772303996,0.11520886188213411
90.05328670936844,0.33908962659170283,0.11530625423468019
90.05327214623884,0.33906191436857525,0.11525823045062325
90.05324841617083,0.3389948460575995,0.1153593717924449
90.05322533988415,0.33896667771185907,0.1152927744833226
90.05320635243707,0.33890301705149734,0.11539875093267989
90.05319213647135,0.3388991723156237,0.11530884358947784
90.05316043665378,0.3388164742216616,0.11543338440749018
90.05313303334422,0.33879648706338567,0.11532569861463218
90.05331726285104,0.33853340467327153,0.11700645534422471
90.0532837257239,0.33854543678760407,0.1205288461810835
90.05285990469302,0.33873959696286765,0.1268865020145553
90.0518114545945,0.339652044819705,0.1346331670772925
90.05046582962125,0.34060475292580333,0.14416987366392303
90.04949072232958,0.34149818154814515,0.15525408912251887
90.04805536561466,0.34086603882730127,0.1733967456248115
90.03653152044878,0.3414676719739864,0.20311193597911625
89.99146119337505,0.3497715430147094,0.23503776924367847
89.89626094028952,0.36354467289506187,0.2646652831431099
89.74321729811975,0.37465430449469567,0.2913462826992191
89.53078694390643,0.3801974669284463,0.31543965277174635
89.26315077899598,0.3839897772424234,0.33831124026514364
88.9407707680236,0.3865823436784649,0.36020144326420284
88.56389663116168,0.3882422392729417,0.38071898061779663
88.13222093121678,0.3893124878631172,0.4012280181486553
87.64614565663972,0.39053528180591746,0.4222348203036833
87.10587536944696,0.3913830387336498,0.44293305540005157
86.51141254923932,0.3921612915302001,0.4629985202058287
85.86250929097966,0.39266996862372083,0.48351784669025555
85.15959581940554,0.3938230893764493,0.5022756600161831
84.40271423417555,0.3949692153498804,0.5185003867898219
83.59214071124279,0.3962144775552724,0.5315758388837741
82.72794761406004,0.39677233191310796,0.5433664723618159
81.80924697733352,0.39774858850261746,0.5529576066619779
80.83507255315371,0.3990912332153351,0.5603576382118642
79.8073647605408,0.40222792545351255,0.5611105621578691
78.73544328638566,0.40401070208778417,0.550681063893922
77.64257454308607,0.39812784912430194,0.538032968816573
76.54536332696392,0.3869317173799057,0.5271424945103982
75.45202841479787,0.3787878251794894,0.5191872541515337
74.3638199948709,0.3760994038292235,0.5138382881342096
73.27625869823719,0.37510709596932434,0.509737797355083
72.18844457842616,0.37517506887527,0.506573276094411
71.10073192557776,0.376211495421355,0.5052190240377105
70.01356134269756,0.3778108584971155,0.5040637927043969
68.9259900526916,0.3792046105130319,0.5018610308903935
67.8374770113026,0.38045131658893555,0.5000177546425616
66.74865267485731,0.3816280843109642,0.4993338413971301
65.6603735532374,0.3826447111310774,0.4988218866487991
64.5712326688531,0.3828200112645236,0.4983441048194341
63.48135185198372,0.38244205205563075,0.49833206104777095
62.39088853985305,0.38201526602936264,0.49879480163522666
61.300198189590844,0.38164563624175035,0.49888134920810057
60.209418103885255,0.38058839968676333,0.4992686002745449
59.11876534500499,0.3788991815913386,0.5001520847167047
58.02746702732726,0.377138961543246,0.5009132484683071
